[0725/065037:ERROR:process_info.cc(330)] VirtualQueryEx: Access is denied. (0x5)
[0725/065037:ERROR:process_info.cc(547)] ReadMemoryInfo failed
[0725/065037:ERROR:process_info.cc(608)] range at 0xff4c3000, size 0x230 fully unreadable
[0914/144949.604:ERROR:process_reader_win.cc(242)] ReadMemory at 0x759d0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.604:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\api-ms-win-downlevel-ole32-l1-1-0.dll
[0914/144949.604:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75be0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.604:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\api-ms-win-downlevel-shlwapi-l1-1-0.dll
[0914/144949.604:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75ca0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.604:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\api-ms-win-downlevel-advapi32-l1-1-0.dll
[0914/144949.604:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75c80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.604:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\api-ms-win-downlevel-user32-l1-1-0.dll
[0914/144949.604:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bf0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.604:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\api-ms-win-downlevel-version-l1-1-0.dll
[0914/144949.604:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75c90000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.604:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\api-ms-win-downlevel-normaliz-l1-1-0.dll
[0914/144949.604:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76200000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.604:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\normaliz.DLL
[0914/144949.604:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76500000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.605:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\iertutil.dll
[0914/144949.605:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77720000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.605:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\WININET.dll
[0914/144949.605:ERROR:process_reader_win.cc(242)] ReadMemory at 0x775d0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.605:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\urlmon.dll
[0914/144949.605:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75c00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.605:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\WINTRUST.dll
[0914/144949.605:ERROR:process_reader_win.cc(242)] ReadMemory at 0xf4f0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.605:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Program Files\Google\Chrome\Application\60.0.3112.90\chrome_child.dll
[0914/144949.605:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75850000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144949.605:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\cryptbase.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Program Files\Google\Chrome\Application\chrome.exe
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77aa0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75c30000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x757e0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\System32\SYSFER.DLL
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x763f0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x74900000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\VERSION.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x60f00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Program Files\Google\Chrome\Application\60.0.3112.90\chrome_elf.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76050000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\RPCRT4.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75ce0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\sechost.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76100000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\ADVAPI32.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75ed0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\PSAPI.DLL
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x779d0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75ee0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USP10.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x763e0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\LPK.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x761b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\GDI32.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75e70000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\SHLWAPI.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x768e0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\SHELL32.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x756c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\WINMM.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x759c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\profapi.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75ba0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USERENV.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x71bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\webio.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x71de0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\WINHTTP.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x6ea50000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\api-ms-win-core-synch-l1-2-0.DLL
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75f80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\MSCTF.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77bf0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\IMM32.DLL
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x70e20000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.818:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\dbghelp.dll
[0914/144950.818:ERROR:process_reader_win.cc(242)] ReadMemory at 0x759b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\MSASN1.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x759e0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\CRYPT32.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76210000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\ole32.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77530000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\OLEAUT32.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x5dc00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\FireEye\AppMonitorDll_00.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x74830000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\pcwum.DLL
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75e60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\NSI.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76370000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\WS2_32.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75510000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d\COMCTL32.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75de0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\COMDLG32.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x730d0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\WINSPOOL.DRV
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x68410000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\DWrite.dll
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x73080000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\WINNSI.DLL
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x73090000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\IPHLPAPI.DLL
[0914/144950.833:ERROR:process_reader_win.cc(242)] ReadMemory at 0x757a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0914/144950.833:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\Secur32.dll
